sample1	sample2	expr.similarity	expr.doppel	pheno.similarity	pheno.doppel	smokinggun.similarity	smokinggun.doppel
GSE5460:GSM125011	GSE7904:GSM194398	0.9957587829072115	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125016	GSE7904:GSM194399	0.995685742887558	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125017	GSE7904:GSM194400	0.9948551210153765	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125022	GSE7904:GSM194401	0.9951381823578892	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125023	GSE7904:GSM194402	0.9949899880219748	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125010	GSE7904:GSM194404	0.9957471363088728	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125044	GSE7904:GSM194405	0.9949017481695662	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125003	GSE7904:GSM194412	0.9955345223642903	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125007	GSE7904:GSM194414	0.9955499592548556	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM124996	GSE7904:GSM194421	0.995929048644025	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125115	GSE7904:GSM194422	0.9958205200433263	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125116	GSE7904:GSM194423	0.9954710724528101	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125082	GSE7904:GSM194424	0.9963914717047041	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125108	GSE7904:GSM194425	0.9963398662472813	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125021	GSE7904:GSM194426	0.9962500009024867	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM124999	GSE7904:GSM194427	0.9961835037904684	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125057	GSE7904:GSM194429	0.9955347302822807	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125051	GSE7904:GSM194430	0.9970425488207312	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125090	GSE7904:GSM194431	0.9957547976200262	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125089	GSE7904:GSM194432	0.9950675766322544	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125103	GSE7904:GSM194433	0.9956001117919068	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125029	GSE7904:GSM194434	0.9964628746410371	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125061	GSE7904:GSM194435	0.9967956654673785	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125081	GSE7904:GSM194436	0.9951531953888902	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125107	GSE7904:GSM194438	0.9959876267207203	TRUE	NA	FALSE	NA	FALSE
GSE5460:GSM125063	GSE7904:GSM194439	0.9968676498405757	TRUE	NA	FALSE	NA	FALSE
