sample1	sample2	expr.similarity	expr.doppel	pheno.similarity	pheno.doppel	smokinggun.similarity	smokinggun.doppel
GSE20181:GSM125155	GSE20181:GSM125156	0.9884589774379395	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125179	GSE20181:GSM125180	0.985032402352778	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125185	GSE20181:GSM125186	0.9964087498761107	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125207	GSE20181:GSM125208	0.9858928099539137	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125198	GSE20181:GSM506289	0.9859248592526415	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125210	GSE20181:GSM506294	0.9860465125799759	TRUE	NA	FALSE	NA	FALSE
GSE20181:GSM125230	GSE20181:GSM506304	0.9870422404824176	TRUE	NA	FALSE	NA	FALSE
GSE57968:GSM1398814	GSE57968:GSM1398815	0.9881983938894046	TRUE	NA	FALSE	NA	FALSE
GSE57968:GSM1398848	GSE57968:GSM1398849	0.9875622359980573	TRUE	NA	FALSE	NA	FALSE
GSE57968:GSM1398850	GSE57968:GSM1398851	0.9888394829256831	TRUE	NA	FALSE	NA	FALSE
GSE57968:GSM1398854	GSE57968:GSM1398855	0.9899227244792236	TRUE	NA	FALSE	NA	FALSE
GSE57968:GSM1398862	GSE57968:GSM1398863	0.9910937583305207	TRUE	NA	FALSE	NA	FALSE
