sample1	sample2	expr.similarity	expr.doppel	pheno.similarity	pheno.doppel	smokinggun.similarity	smokinggun.doppel
GSE20437:GSM512560	GSE21947:GSM512560	0.9997218160123653	TRUE	NA	FALSE	NA	FALSE
GSE20437:GSM512564	GSE21947:GSM512564	0.9996225528400534	TRUE	NA	FALSE	NA	FALSE
GSE20437:GSM512565	GSE21947:GSM512565	0.9997408288004799	TRUE	NA	FALSE	NA	FALSE
GSE20437:GSM512566	GSE21947:GSM512566	0.9997029361085519	TRUE	NA	FALSE	NA	FALSE
GSE20437:GSM512567	GSE21947:GSM512567	0.9997294301841646	TRUE	NA	FALSE	NA	FALSE
GSE20437:GSM512568	GSE21947:GSM512568	0.9997455186941635	TRUE	NA	FALSE	NA	FALSE
GSE20437:GSM512569	GSE21947:GSM512569	0.9996977359029035	TRUE	NA	FALSE	NA	FALSE
GSE20437:GSM512570	GSE21947:GSM512570	0.9996982738292142	TRUE	NA	FALSE	NA	FALSE
GSE20437:GSM512571	GSE21947:GSM512571	0.9997158741884713	TRUE	NA	FALSE	NA	FALSE
GSE20437:GSM512572	GSE21947:GSM512572	0.9997161825312706	TRUE	NA	FALSE	NA	FALSE
GSE20437:GSM512573	GSE21947:GSM512573	0.9995834751216492	TRUE	NA	FALSE	NA	FALSE
GSE20437:GSM512574	GSE21947:GSM512574	0.9997097404147715	TRUE	NA	FALSE	NA	FALSE
